producer,feature_key,label,current_kind,current_group,current_subgroup,current_id_value,proposed_role,proposed_group,proposed_subgroup,source_kind,method_feature_id,method_reference_informativeness,automatic_or_expert,notes
avtoroved2.legacy_registry,ns.lex.lexsem_constructs,"Лексические конструкции лексико-семантических парадигм («дом», «семья», «зарплата»)",registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.lexsem_constructs,средняя,hybrid,"Источник registry_ns.yaml, с. 89; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.attitude_to_message,"Лексика, выражающая отношение к сообщаемому («по-моему», «я считаю»)",registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.attitude_to_message,средняя,auto,"Источник registry_ns.yaml, с. 89; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.emotion_words,"Лексика, выражающая радость, сожаление, удивление («к сожалению», «к счастью»)",registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.emotion_words,средняя,auto,"Источник registry_ns.yaml, с. 89; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.synonym_chains,Частое использование цепочек из синонимичных слов,registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.synonym_chains,средняя,llm,"Источник registry_ns.yaml, с. 89; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.antonyms,"Частое использование антонимов («добро — зло», «правда — ложь»)",registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.antonyms,средняя,hybrid,"Источник registry_ns.yaml, с. 89; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.antiphrasis,Приём антифразиса (намеренное использование одного антонима вместо другого),registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.antiphrasis,средняя,llm,"Источник registry_ns.yaml, с. 89; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.antithesis,Использование антитезы,registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.antithesis,средняя,llm,"Источник registry_ns.yaml, с. 89; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.synonym_rows_3_4,Синонимические ряды из 3–4 слов,registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.synonym_rows_3_4,средняя,llm,"Источник registry_ns.yaml, с. 89; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.dialectisms,"Частое использование диалектизмов («баской», «однова»)",registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.dialectisms,средняя,hybrid,"Источник registry_ns.yaml, с. 89; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.professionalisms,"Частое использование профессионализмов («номинал», «инвестиции»)",registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.professionalisms,средняя,hybrid,"Источник registry_ns.yaml, с. 89; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.medical,"Частое использование медицинской лексики («реанимация», «инфаркт»)",registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.medical,средняя,hybrid,"Источник registry_ns.yaml, с. 89; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.financial,"Преимущественное использование финансовой лексики («бюджет», «капитал», «кредит»)",registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.financial,средняя,hybrid,"Источник registry_ns.yaml, с. 89; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.military_jargon,"Устойчивые сочетания, штампы языка военнослужащих («звание», «срок службы»)",registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.military_jargon,средняя,hybrid,"Источник registry_ns.yaml, с. 89; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.metaphor,Частое использование метафор,registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.metaphor,средняя,llm,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.metonymy_synecdoche,"Преимущественное использование метонимии, синекдохи",registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.metonymy_synecdoche,средняя,llm,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.simile,Частое использование сравнений как средства образности речи,registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.simile,средняя,hybrid,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.litotes,Использование литоты,registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.litotes,средняя,llm,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.intensifying_epithets,Частое использование усилительных эпитетов,registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.intensifying_epithets,средняя,llm,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.hyperbolic_epithets,Использование гиперболических эпитетов,registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.hyperbolic_epithets,средняя,llm,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.wrong_word_choice,Неправильный выбор слова,registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.wrong_word_choice,средняя,llm,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.logical_errors,"Наличие логических ошибок (алогизм, подмена понятий)",registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.logical_errors,средняя,llm,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.collocation_violation,Нарушение лексической сочетаемости,registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.collocation_violation,средняя,llm,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.speech_insufficiency,Речевая недостаточность,registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.speech_insufficiency,средняя,llm,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.speech_redundancy,Речевая избыточность,registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.speech_redundancy,средняя,llm,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.lex.bad_synonym_choice,Неудачный выбор синонимов,registry_feature,lexical,,средняя,METHOD_FEATURE,lexical,,METHOD,ns.lex.bad_synonym_choice,средняя,llm,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.ob.person_by_activity,Обозначение человека по роду его деятельности,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.ob.person_by_activity,средняя,hybrid,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.ob.substitutes_stamps,Использование субститутов и штампов официально-делового стиля,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.ob.substitutes_stamps,средняя,auto,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.ob.three_part_model,Построение текста по трёхчастной модели,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.ob.three_part_model,средняя,llm,"Источник registry_ns.yaml, с. 90; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.ob.synonym_repeat_adv_adj,Использование синонимического повтора наречий и прилагательных,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.ob.synonym_repeat_adv_adj,средняя,llm,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.ob.subordinate_chains,Использование цепочек из однородных подчинительных конструкций,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.ob.subordinate_chains,средняя,auto,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.ob.close_meaning_chains,Использование цепочек из близких по смыслу слов,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.ob.close_meaning_chains,средняя,llm,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.coll.prefixed_occasionalisms,Использование окказионализмов с приставками,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.coll.prefixed_occasionalisms,средняя,llm,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.coll.thematic_adjacency,Использование связи по тематической смежности,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.coll.thematic_adjacency,средняя,llm,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.coll.ellipsis_object,Использование эллипсиса объекта,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.coll.ellipsis_object,средняя,llm,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.coll.ellipsis_addressee,Использование эллипсиса адресата,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.coll.ellipsis_addressee,средняя,llm,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.coll.ellipsis_action,Использование эллипсиса действия,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.coll.ellipsis_action,средняя,llm,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.coll.ellipsis_noun,Эллипсис существительного в словосочетании «прилагательное + существительное»,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.coll.ellipsis_noun,средняя,llm,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.coll.clarifications,Использование уточнений,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.coll.clarifications,средняя,hybrid,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.coll.inversion_genitive,Инверсия существительного в родительном падеже,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.coll.inversion_genitive,средняя,auto,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.coll.inversion_adv_adj,"Инверсия наречия относительно глагола, прилагательного относительно существительного",registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.coll.inversion_adv_adj,средняя,auto,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.coll.inversion_question,Инверсия вопросительных слов,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.coll.inversion_question,средняя,hybrid,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.coll.conj_omission_inversion,"Пропуск союзов, инверсия союзов",registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.coll.conj_omission_inversion,средняя,llm,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.style.coll.main_clause_omission,Пропуск/инверсия главной части сложного предложения,registry_feature,stylistic,,средняя,METHOD_FEATURE,stylistic,,METHOD,ns.style.coll.main_clause_omission,средняя,llm,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.phrase.verbal_dominant,Преобладание глагольных словосочетаний,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.phrase.verbal_dominant,средняя,auto,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.phrase.nominal,Частое/редкое использование именных словосочетаний,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.phrase.nominal,средняя,auto,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.phrase.adverbial,Частое использование наречных словосочетаний,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.phrase.adverbial,средняя,auto,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.phrase.adjunction,Преобладание конструкций с примыканием,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.phrase.adjunction,средняя,auto,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.phrase.agreement,Частое/редкое использование конструкций с согласованием,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.phrase.agreement,средняя,auto,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.phrase.government,Преобладание конструкций с управлением,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.phrase.government,средняя,auto,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.phrase.nonfree,Частое использование несвободных словосочетаний,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.phrase.nonfree,средняя,hybrid,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.phrase.idioms,Частое использование фразеологизмов,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.phrase.idioms,средняя,hybrid,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.phrase.complex,Частое использование сложных словосочетаний,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.phrase.complex,средняя,auto,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.simple.rare_schemes,Частое употребление редких структурных схем,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.simple.rare_schemes,средняя,llm,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.simple.extension_degree,Высокая/низкая степень распространённости предложений,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.simple.extension_degree,средняя,auto,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.simple.modality_means,"Средства выражения субъективной и объективной модальности, богатая их синонимия",registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.simple.modality_means,средняя,hybrid,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.simple.inversion,Частые случаи инверсии (нарушения нейтрального порядка слов),registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.simple.inversion,средняя,auto,"Источник registry_ns.yaml, с. 92; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.simple.participial,Частое использование причастных и деепричастных оборотов и пояснительных конструкций,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.simple.participial,средняя,auto,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.simple.direct_order,"Прямой порядок слов, отсутствие нарушений нейтрального порядка",registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.simple.direct_order,средняя,auto,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.simple.brief_unextended,"Слабая распространённость предложений, обращения и обособленные уточняющие обороты",registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.simple.brief_unextended,средняя,auto,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.simple.developed_extension,"Развитая система распространения структурных схем, обилие уточняющих оборотов",registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.simple.developed_extension,средняя,hybrid,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.complex.subordinate_dominant,Преобладание сложноподчинённых предложений,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.complex.subordinate_dominant,средняя,auto,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.complex.coordinate,Частое использование сложносочинённых предложений,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.complex.coordinate,средняя,auto,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.complex.asyndetic,Преобладание бессоюзных предложений,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.complex.asyndetic,средняя,auto,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.complex.attributive_clauses,Частое использование придаточных определительных,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.complex.attributive_clauses,средняя,auto,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.complex.adverbial_clauses,Использование придаточных обстоятельственных,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.complex.adverbial_clauses,средняя,auto,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.complex.subordinating_conj,Частое использование подчинительных союзов,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.complex.subordinating_conj,средняя,auto,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.complex.coordinating_conj,Преобладание сочинительных союзов,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.complex.coordinating_conj,средняя,auto,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.complex.demonstrative_main,Использование указательных местоимений в главной части сложного предложения,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.complex.demonstrative_main,средняя,auto,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.parallelism,Преимущественное использование синтаксического параллелизма,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.parallelism,средняя,hybrid,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.anaphora,Частое использование анафоры,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.anaphora,средняя,hybrid,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.predicate_object_repeat,Использование повтора типа «сказуемое-дополнение»,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.predicate_object_repeat,средняя,llm,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.openings_closings,Использование зачинов и концовки,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.openings_closings,средняя,llm,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.connective_relations,Присоединительные или соединительные соотношения между членами СФЕ,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.connective_relations,средняя,llm,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.theme_rheme_repeat,Различные типы темо-рематической локализации повтора,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.theme_rheme_repeat,средняя,llm,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.segmentable,Использование членимых или нечленимых сверхфразовых единств,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.segmentable,средняя,llm,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.large,Использование больших по объёму сверхфразовых единств,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.large,средняя,auto,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.split_theme_progression,Частое использование прогрессии с расщеплённой темой,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.split_theme_progression,средняя,llm,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.connective_dominant,Преимущественные присоединительные отношения между членами СФЕ,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.connective_dominant,средняя,llm,"Источник registry_ns.yaml, с. 93; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.dynamic_opening,Частое использование динамического зачина,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.dynamic_opening,средняя,llm,"Источник registry_ns.yaml, с. 94; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.rhetorical_question_ending,Использование риторического вопроса в концовке СФЕ,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.rhetorical_question_ending,средняя,hybrid,"Источник registry_ns.yaml, с. 94; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.chain_connection,Цепная связь предложений в сверхфразовом единстве,registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.chain_connection,средняя,llm,"Источник registry_ns.yaml, с. 94; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.synt.sfu.strong_cohesion,Сильная степень связности (в среднем 4–5 повторов между контактными предложениями),registry_feature,syntactic,,средняя,METHOD_FEATURE,syntactic,,METHOD,ns.synt.sfu.strong_cohesion,средняя,hybrid,"Источник registry_ns.yaml, с. 94; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.psy.self_assertion,"Доминирование эмоций самоутверждения, борьбы",registry_feature,психолингвистические,,средняя,METHOD_FEATURE,психолингвистические,,METHOD,ns.psy.self_assertion,средняя,llm,"Источник registry_ns.yaml, с. 94; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.psy.rationalistic,Преобладание рационалистических оценок поступков,registry_feature,психолингвистические,,средняя,METHOD_FEATURE,психолингвистические,,METHOD,ns.psy.rationalistic,средняя,llm,"Источник registry_ns.yaml, с. 94; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.psy.precise_parameters,"Чёткость определения параметров времени, расстояния, количества",registry_feature,психолингвистические,,средняя,METHOD_FEATURE,психолингвистические,,METHOD,ns.psy.precise_parameters,средняя,llm,"Источник registry_ns.yaml, с. 94; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
avtoroved2.legacy_registry,ns.psy.exalted_emotions,"Проявление эмоций (экзальтированность, гиперболизация, сентиментальность)",registry_feature,психолингвистические,,средняя,METHOD_FEATURE,психолингвистические,,METHOD,ns.psy.exalted_emotions,средняя,llm,"Источник registry_ns.yaml, с. 94; используется контуром avtoroved2, но не активным avtoroved-main/protocol/profile.py."
